CIFNumber,Customer Name,Customer-since,DateofBirth,Gender,City,Existingloans-to-income-ratio,Creditscore,Monthly-Income,Profession,Loan-productname,Date-loan-given,Loan-Tenor-in-months,NO of Months From Loan Date, LoanAmount , InterestRate , EquatedMonthlyInstalment , NumberofInstalmentsPaid , Numberofinstalments-paid-byDue-date , Numberofinstalments-paid afterDuedate , NumberofInstalments-NotPaidasoftoday , PrincipalAmountOutstanding , InterestAmountOutstandingas of today ,Numberofcallsmade,Response, Lessthan30daysoutstandingprincipalplusinterest , 30ormorebutlessthan60daysoutstandingprincipalplusinterest , 60ormorebutlessthan90daysoutstandingprincipalplusinterest , 90ormorebutlessthan 180daysoutstandingprincipalplusinterest , 180daysormoreoutstandingprincipalplusinterest ,Interestaccrualstopdate,FB Field 1,FB Field 2,FB Field 3,Twitter Field 1,Twitter Field 2,LInkedIn 1,LinkedIn2
33001917,Amal Shere,2/13/2005,7/6/1987,Male,Bangalore,20,528,40k to 60k,Public Sector Employee,Auto Loan,11/9/2013,24,23," 484,130.00 ", 10.50 ," (22,452.03)", 22.00 , 20.00 , 2.00 , 1.00 ," 20,172.08 "," (42,624.12)",0,N/A," (22,452.03)", -   , -   , -   , -   ,,,,,,,,
33001917,Amal Shere,2/13/2005,7/6/1987,Male,Bangalore,5,571,40k to 60k,Public Sector Employee,Personal Loan,7/8/2013,30,27," 112,227.00 ", 12.50 ," (4,375.10)", 27.00 , 27.00 , -   , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33001932,Guffd Kumar,1/30/2001,3/20/1973,Female,Bangalore,4,527,60k to 100k,Private Sector Employee,Home Loan,3/3/2014,18,19," 616,100.00 ", 11.50 ," (37,428.10)", 17.00 , 5.00 , 12.00 , 2.00 ," 68,455.56 "," (143,311.75)",0,N/A, -   ," (74,856.20)", -   , -   , -   ,,,,,,,,
33001932,Guffd Kumar,1/30/2001,3/20/1973,Female,Bangalore,0,900,60k to 100k,Private Sector Employee,Personal Loan,2/26/2015,30,8," 93,398.00 ", 12.50 ," (3,641.07)", 5.00 , 4.00 , 1.00 , 3.00 ," 9,339.80 "," (20,263.00)",0,N/A, -   , -   ," (10,923.20)", -   , -   ,,,,,,,,
33001947,Guffd Bajaj,7/14/2012,1/4/1966,Male,Bangalore,15,519,15k to 25k,Small Bussiness Owner,Auto Loan,5/7/2015,18,5," 381,520.00 ", 10.50 ," (23,000.91)", 2.00 , 2.00 , -   , 3.00 ," 63,586.67 "," (132,589.39)",0,N/A, -   , -   ," (69,002.72)", -   , -   ,,,,,,,,
33001947,Guffd Bajaj,7/14/2012,1/4/1966,Male,Bangalore,19,598,15k to 25k,Small Bussiness Owner,Personal Loan,1/11/2014,30,21," 124,662.00 ", 12.50 ," (4,859.87)", 19.00 , 7.00 , 12.00 , 2.00 ," 8,310.80 "," (18,030.55)",0,N/A, -   ," (9,719.75)", -   , -   , -   ,,,,,,,,
33001962,Alagan Bhardwaj,7/7/2012,10/20/1984,Male,Bangalore,17,879,upto 15000,Private Sector Employee,Home Loan,8/7/2013,36,26," 696,481.00 ", 11.50 ," (22,967.16)", 25.00 , 18.00 , 7.00 , 1.00 ," 19,346.69 "," (42,313.86)",0,N/A," (22,967.16)", -   , -   , -   , -   ,,,,,,,,
33001962,Alagan Bhardwaj,7/7/2012,10/20/1984,Male,Bangalore,12,531,upto 15000,Private Sector Employee,Personal Loan,9/19/2014,30,13," 84,799.00 ", 12.50 ," (3,305.84)", 13.00 , 1.00 , 12.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33001977,Imaran Dhillon,1/26/2007,8/12/1970,Male,Bangalore,4,719,100k to 200k,Bussiness Owner,Auto Loan,12/8/2014,36,10," 331,894.00 ", 10.50 ," (10,787.37)", 9.00 , 2.00 , 7.00 , 1.00 ," 9,219.28 "," (20,006.64)",0,N/A," (10,787.37)", -   , -   , -   , -   ,,,,,,,,
33001977,Imaran Dhillon,1/26/2007,8/12/1970,Male,Bangalore,8,881,100k to 200k,Bussiness Owner,Personal Loan,4/13/2015,18,6," 60,384.00 ", 12.50 ," (3,696.38)", 3.00 , 1.00 , 2.00 , 3.00 ," 10,064.00 "," (21,153.14)",0,N/A, -   , -   ," (11,089.14)", -   , -   ,,,,,,,,
33001992,Shaktar Kari,1/19/2008,10/11/1963,Female,Bangalore,8,760,upto 15000,Private Sector Employee,Auto Loan,1/23/2015,36,9," 286,386.00 ", 10.50 ," (9,308.24)", 8.00 , 6.00 , 2.00 , 1.00 ," 7,955.17 "," (17,263.41)",0,N/A," (9,308.24)", -   , -   , -   , -   ,,,,,,,,
33001992,Shaktar Kari,1/19/2008,10/11/1963,Female,Bangalore,8,618,upto 15000,Private Sector Employee,Personal Loan,12/29/2014,24,10," 159,244.00 ", 12.50 ," (7,533.40)", 9.00 , 6.00 , 3.00 , 1.00 ," 6,635.17 "," (14,168.57)",0,N/A," (7,533.40)", -   , -   , -   , -   ,,,,,,,,
33002007,Muni Sahu,9/16/2003,5/15/1957,Male,Bangalore,0,900,40k to 60k,Public Sector Employee,Auto Loan,8/30/2014,24,14," 495,857.00 ", 10.50 ," (22,995.88)", 11.00 , 3.00 , 8.00 , 3.00 ," 61,982.13 "," (130,969.78)",0,N/A, -   , -   ," (68,987.65)", -   , -   ,,,,,,,,
33002007,Muni Sahu,9/16/2003,5/15/1957,Male,Bangalore,5,808,40k to 60k,Public Sector Employee,Personal Loan,1/30/2014,24,21," 55,500.00 ", 12.50 ," (2,625.56)", 19.00 , 11.00 , 8.00 , 2.00 ," 4,625.00 "," (9,876.11)",0,N/A, -   ," (5,251.11)", -   , -   , -   ,,,,,,,,
33002022,Amal Samuel,9/17/2005,10/27/1962,Male,Bangalore,6,595,40k to 60k,Public Sector Employee,Auto Loan,7/18/2015,36,3," 303,279.00 ", 10.50 ," (9,857.31)", 1.00 , -   , 1.00 , 2.00 ," 16,848.83 "," (36,563.45)",0,N/A, -   ," (19,714.62)", -   , -   , -   ,,,,,,,,
33002022,Amal Samuel,9/17/2005,10/27/1962,Male,Bangalore,9,500,40k to 60k,Public Sector Employee,Personal Loan,3/7/2013,18,31," 83,828.00 ", 12.50 ," (5,131.49)", 31.00 , 2.00 , 29.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002037,Ganesh Choudhry,9/22/2005,7/31/1983,Male,Bangalore,14,566,upto 15000,Private Sector Employee,Auto Loan,11/11/2013,30,23," 401,858.00 ", 10.50 ," (15,288.41)", 21.00 , 21.00 , -   , 2.00 ," 26,790.53 "," (57,367.36)",0,N/A, -   ," (30,576.82)", -   , -   , -   ,,,,,,,,
33002037,Ganesh Choudhry,9/22/2005,7/31/1983,Male,Bangalore,14,534,upto 15000,Private Sector Employee,Personal Loan,4/25/2014,36,18," 69,307.00 ", 12.50 ," (2,318.57)", 17.00 , 6.00 , 11.00 , 1.00 ," 1,925.19 "," (4,243.76)",0,N/A," (2,318.57)", -   , -   , -   , -   ,,,,,,,,
33002052,Ishvara Gire,1/23/2002,9/24/1987,Female,Bangalore,15,515,15k to 25k,Small Bussiness Owner,Auto Loan,6/7/2013,36,28," 273,760.00 ", 10.50 ," (8,897.87)", 25.00 , 10.00 , 15.00 , 3.00 ," 22,813.33 "," (49,506.94)",0,N/A, -   , -   ," (26,693.61)", -   , -   ,,,,,,,,
33002052,Ishvara Gire,1/23/2002,9/24/1987,Female,Bangalore,5,501,15k to 25k,Small Bussiness Owner,Personal Loan,3/29/2015,24,7," 142,107.00 ", 12.50 ," (6,722.70)", 6.00 , 1.00 , 5.00 , 1.00 ," 5,921.13 "," (12,643.82)",0,N/A," (6,722.70)", -   , -   , -   , -   ,,,,,,,,
33002067,Dasya Philip,12/17/2006,3/3/1978,Male,Bangalore,14,675,40k to 60k,Public Sector Employee,Auto Loan,11/12/2013,24,23," 287,771.00 ", 10.50 ," (13,345.68)", 23.00 , 15.00 , 8.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002067,Dasya Philip,12/17/2006,3/3/1978,Male,Bangalore,1,513,40k to 60k,Public Sector Employee,Personal Loan,1/17/2013,24,33," 60,845.00 ", 12.50 ," (2,878.41)", 32.00 , 1.00 , 31.00 , 1.00 ," 2,535.21 "," (5,413.62)",0,N/A," (2,878.41)", -   , -   , -   , -   ,,,,,,,,
33002082,Umed Venkatesh,10/29/2007,12/19/1970,Male,Bangalore,19,662,40k to 60k,Public Sector Employee,Home Loan,12/31/2012,30,34," 522,070.00 ", 11.50 ," (20,106.31)", 32.00 , 22.00 , 10.00 , 2.00 ," 34,804.67 "," (75,017.28)",0,N/A, -   ," (40,212.61)", -   , -   , -   ,,,,,,,,
33002082,Umed Venkatesh,10/29/2007,12/19/1970,Male,Bangalore,1,620,40k to 60k,Public Sector Employee,Personal Loan,12/16/2012,24,34," 177,804.00 ", 12.50 ," (8,411.43)", 34.00 , 23.00 , 11.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002097,Vishal Ramson,11/20/2009,2/3/1990,Male,Bangalore,15,766,15k to 25k,Small Bussiness Owner,Home Loan,7/15/2015,18,3," 570,713.00 ", 11.50 ," (34,670.84)", 1.00 , 1.00 , -   , 2.00 ," 63,412.56 "," (132,754.23)",0,N/A, -   ," (69,341.68)", -   , -   , -   ,,,,,,,,
33002097,Vishal Ramson,11/20/2009,2/3/1990,Male,Bangalore,19,566,15k to 25k,Small Bussiness Owner,Personal Loan,11/18/2013,24,23," 81,818.00 ", 12.50 ," (3,870.59)", 22.00 , 13.00 , 9.00 , 1.00 ," 3,409.08 "," (7,279.67)",0,N/A," (3,870.59)", -   , -   , -   , -   ,,,,,,,,
33002112,Archana Deep,10/17/2012,8/13/1961,Female,Bangalore,14,634,upto 15000,Private Sector Employee,Auto Loan,12/18/2012,24,34," 332,080.00 ", 10.50 ," (15,400.56)", 33.00 , 21.00 , 12.00 , 1.00 ," 13,836.67 "," (29,237.22)",0,N/A," (15,400.56)", -   , -   , -   , -   ,,,,,,,,
33002112,Archana Deep,10/17/2012,8/13/1961,Female,Bangalore,19,526,upto 15000,Private Sector Employee,Personal Loan,4/10/2013,18,30," 70,599.00 ", 12.50 ," (4,321.69)", 30.00 , 14.00 , 16.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002127,Hati Raval,2/7/2003,1/26/1984,Male,Bangalore,18,537,40k to 60k,Public Sector Employee,Home Loan,1/20/2015,24,9," 546,079.00 ", 11.50 ," (25,578.51)", 6.00 , 3.00 , 3.00 , 3.00 ," 68,259.88 "," (144,995.41)",0,N/A, -   , -   ," (76,735.54)", -   , -   ,,,,,,,,
33002127,Hati Raval,2/7/2003,1/26/1984,Male,Bangalore,4,824,40k to 60k,Public Sector Employee,Personal Loan,10/3/2014,30,12," 170,702.00 ", 12.50 ," (6,654.72)", 11.00 , 6.00 , 5.00 , 1.00 ," 5,690.07 "," (12,344.78)",0,N/A," (6,654.72)", -   , -   , -   , -   ,,,,,,,,
33002142,Amish Landge,10/30/2010,8/23/1967,Male,Bangalore,11,691,15k to 25k,Small Bussiness Owner,Auto Loan,8/22/2013,30,26," 411,433.00 ", 10.50 ," (15,652.69)", 23.00 , 17.00 , 6.00 , 3.00 ," 41,143.30 "," (88,101.36)",0,N/A, -   , -   ," (46,958.06)", -   , -   ,,,,,,,,
33002142,Amish Landge,10/30/2010,8/23/1967,Male,Bangalore,3,862,15k to 25k,Small Bussiness Owner,Personal Loan,1/28/2015,18,9," 183,018.00 ", 12.50 ," (11,203.37)", 8.00 , 6.00 , 2.00 , 1.00 ," 10,167.67 "," (21,371.03)",0,N/A," (11,203.37)", -   , -   , -   , -   ,,,,,,,,
33002157,Asad Borah,10/5/2014,1/25/1956,Male,Bangalore,11,625,100k to 200k,Bussiness Owner,Auto Loan,2/7/2013,24,32," 368,821.00 ", 10.50 ," (17,104.46)", 29.00 , 7.00 , 22.00 , 3.00 ," 46,102.63 "," (97,416.00)",0,N/A, -   , -   ," (51,313.37)", -   , -   ,,,,,,,,
33002157,Asad Borah,10/5/2014,1/25/1956,Male,Bangalore,0,900,100k to 200k,Bussiness Owner,Personal Loan,7/21/2014,30,15," 113,549.00 ", 12.50 ," (4,426.64)", 12.00 , 2.00 , 10.00 , 3.00 ," 11,354.90 "," (24,634.82)",0,N/A, -   , -   ," (13,279.92)", -   , -   ,,,,,,,,
33002172,Kotari Dada,3/23/2011,10/27/1994,Female,Bangalore,5,649,15k to 25k,Small Bussiness Owner,Home Loan,4/11/2014,30,18," 538,369.00 ", 11.50 ," (20,734.02)", 16.00 , 8.00 , 8.00 , 2.00 ," 35,891.27 "," (77,359.32)",0,N/A, -   ," (41,468.05)", -   , -   , -   ,,,,,,,,
33002172,Kotari Dada,3/23/2011,10/27/1994,Female,Bangalore,0,900,15k to 25k,Small Bussiness Owner,Personal Loan,7/20/2014,36,15," 60,981.00 ", 12.50 ," (2,040.04)", 13.00 , 2.00 , 11.00 , 2.00 ," 3,387.83 "," (7,467.90)",0,N/A, -   ," (4,080.07)", -   , -   , -   ,,,,,,,,
33002187,Rajnish Rout,9/8/2008,6/2/1959,Male,Bangalore,5,731,40k to 60k,Public Sector Employee,Home Loan,12/20/2012,36,34," 656,500.00 ", 11.50 ," (21,648.75)", 34.00 , 2.00 , 32.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002187,Rajnish Rout,9/8/2008,6/2/1959,Male,Bangalore,9,783,40k to 60k,Public Sector Employee,Personal Loan,9/27/2014,24,13," 168,445.00 ", 12.50 ," (7,968.68)", 11.00 , 7.00 , 4.00 , 2.00 ," 14,037.08 "," (29,974.44)",0,N/A, -   ," (15,937.36)", -   , -   , -   ,,,,,,,,
33002202,Inder Ramson,6/11/2007,11/6/1980,Male,Bangalore,1,866,25k to 40k,Private Sector Employee,Home Loan,7/16/2014,36,15," 607,177.00 ", 11.50 ," (20,022.27)", 13.00 , -   , 13.00 , 2.00 ," 33,732.06 "," (73,776.60)",0,N/A, -   ," (40,044.55)", -   , -   , -   ,,,,,,,,
33002202,Inder Ramson,6/11/2007,11/6/1980,Male,Bangalore,7,557,25k to 40k,Private Sector Employee,Personal Loan,12/18/2013,24,22," 128,198.00 ", 12.50 ," (6,064.70)", 21.00 , 1.00 , 20.00 , 1.00 ," 5,341.58 "," (11,406.29)",0,N/A," (6,064.70)", -   , -   , -   , -   ,,,,,,,,
33002217,Ajay Nayak,3/5/2011,5/24/1958,Male,Bangalore,9,796,15k to 25k,Small Bussiness Owner,Home Loan,5/28/2013,18,29," 510,927.00 ", 11.50 ," (31,038.84)", 27.00 , -   , 27.00 , 2.00 ," 56,769.67 "," (118,847.34)",0,N/A, -   ," (62,077.67)", -   , -   , -   ,,,,,,,,
33002217,Ajay Nayak,3/5/2011,5/24/1958,Male,Bangalore,10,516,15k to 25k,Small Bussiness Owner,Personal Loan,12/21/2013,30,22," 65,293.00 ", 12.50 ," (2,545.41)", 20.00 , -   , 20.00 , 2.00 ," 4,352.87 "," (9,443.68)",0,N/A, -   ," (5,090.82)", -   , -   , -   ,,,,,,,,
33002232,Ravi Ganjoo,10/8/2010,5/22/1994,Female,Bangalore,2,551,60k to 100k,Private Sector Employee,Auto Loan,4/27/2013,24,30," 276,524.00 ", 10.50 ," (12,824.09)", 30.00 , 29.00 , 1.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002232,Ravi Ganjoo,10/8/2010,5/22/1994,Female,Bangalore,4,705,60k to 100k,Private Sector Employee,Personal Loan,3/30/2013,24,31," 188,738.00 ", 12.50 ," (8,928.69)", 31.00 , 14.00 , 17.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002247,Raji Dyal,9/8/2002,12/13/1978,Male,Bangalore,0,900,upto 15000,Private Sector Employee,Auto Loan,7/28/2015,18,3," 459,391.00 ", 10.50 ," (27,695.56)", -   , -   , -   , 3.00 ," 76,565.17 "," (159,651.85)",0,N/A, -   , -   ," (83,086.68)", -   , -   ,,,,,,,,
33002247,Raji Dyal,9/8/2002,12/13/1978,Male,Bangalore,16,678,upto 15000,Private Sector Employee,Personal Loan,12/14/2014,24,10," 90,110.00 ", 12.50 ," (4,262.86)", 7.00 , 7.00 , -   , 3.00 ," 11,263.75 "," (24,052.33)",0,N/A, -   , -   ," (12,788.58)", -   , -   ,,,,,,,,
33002262,Vritra Rattan,5/20/2006,9/6/1966,Male,Bangalore,19,819,25k to 40k,Private Sector Employee,Auto Loan,3/25/2013,18,31," 256,881.00 ", 10.50 ," (15,486.73)", 31.00 , 25.00 , 6.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002262,Vritra Rattan,5/20/2006,9/6/1966,Male,Bangalore,4,858,25k to 40k,Private Sector Employee,Personal Loan,2/27/2013,24,32," 155,955.00 ", 12.50 ," (7,377.81)", 32.00 , 18.00 , 14.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002277,Haripriya Dhonsi,1/5/2003,5/12/1971,Male,Bangalore,19,551,15k to 25k,Small Bussiness Owner,Home Loan,4/7/2014,30,18," 509,787.00 ", 11.50 ," (19,633.26)", 15.00 , 6.00 , 9.00 , 3.00 ," 50,978.70 "," (109,878.47)",0,N/A, -   , -   ," (58,899.77)", -   , -   ,,,,,,,,
33002277,Haripriya Dhonsi,1/5/2003,5/12/1971,Male,Bangalore,11,662,15k to 25k,Small Bussiness Owner,Personal Loan,3/5/2015,30,7," 71,348.00 ", 12.50 ," (2,781.46)", 4.00 , 3.00 , 1.00 , 3.00 ," 7,134.80 "," (15,479.18)",0,N/A, -   , -   ," (8,344.38)", -   , -   ,,,,,,,,
33002292,Frashegird Dasgupta,9/12/2010,10/6/1974,Female,Bangalore,14,818,60k to 100k,Private Sector Employee,Auto Loan,4/9/2013,18,30," 336,966.00 ", 10.50 ," (20,314.86)", 27.00 , -   , 27.00 , 3.00 ," 56,161.00 "," (117,105.57)",0,N/A, -   , -   ," (60,944.57)", -   , -   ,,,,,,,,
33002292,Frashegird Dasgupta,9/12/2010,10/6/1974,Female,Bangalore,6,849,60k to 100k,Private Sector Employee,Personal Loan,1/24/2013,36,33," 53,957.00 ", 12.50 ," (1,805.06)", 32.00 , 15.00 , 17.00 , 1.00 ," 1,498.81 "," (3,303.86)",0,N/A," (1,805.06)", -   , -   , -   , -   ,,,,,,,,
33002307,Samantaka Ramson,2/4/2002,12/13/1960,Male,Bangalore,13,673,15k to 25k,Small Bussiness Owner,Auto Loan,1/12/2014,24,21," 479,463.00 ", 10.50 ," (22,235.60)", 20.00 , 11.00 , 9.00 , 1.00 ," 19,977.63 "," (42,213.22)",0,N/A," (22,235.60)", -   , -   , -   , -   ,,,,,,,,
33002307,Samantaka Ramson,2/4/2002,12/13/1960,Male,Bangalore,0,900,15k to 25k,Small Bussiness Owner,Personal Loan,9/9/2013,30,25," 90,110.00 ", 12.50 ," (3,512.89)", 24.00 , 4.00 , 20.00 , 1.00 ," 3,003.67 "," (6,516.55)",0,N/A," (3,512.89)", -   , -   , -   , -   ,,,,,,,,
33002322,Daksha Raut,3/15/2013,8/31/1994,Male,Bangalore,5,775,60k to 100k,Private Sector Employee,Home Loan,5/22/2013,36,29," 528,210.00 ", 11.50 ," (17,418.26)", 28.00 , 21.00 , 7.00 , 1.00 ," 14,672.50 "," (32,090.76)",0,N/A," (17,418.26)", -   , -   , -   , -   ,,,,,,,,
33002322,Daksha Raut,3/15/2013,8/31/1994,Male,Bangalore,8,505,60k to 100k,Private Sector Employee,Personal Loan,8/29/2014,18,14," 168,123.00 ", 12.50 ," (10,291.58)", 12.00 , 8.00 , 4.00 , 2.00 ," 18,680.33 "," (39,263.49)",0,N/A, -   ," (20,583.15)", -   , -   , -   ,,,,,,,,
33002337,Muni Vasa,7/31/2007,4/24/1955,Male,Bangalore,10,740,15k to 25k,Small Bussiness Owner,Auto Loan,5/11/2014,24,17," 397,823.00 ", 10.50 ," (18,449.46)", 16.00 , 6.00 , 10.00 , 1.00 ," 16,575.96 "," (35,025.41)",0,N/A," (18,449.46)", -   , -   , -   , -   ,,,,,,,,
33002337,Muni Vasa,7/31/2007,4/24/1955,Male,Bangalore,19,733,15k to 25k,Small Bussiness Owner,Personal Loan,2/28/2015,18,8," 96,357.00 ", 12.50 ," (5,898.45)", 8.00 , 5.00 , 3.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002352,Ishvara Bera,1/1/2009,4/12/1970,Female,Bangalore,0,900,upto 15000,Private Sector Employee,Home Loan,4/24/2013,24,30," 645,591.00 ", 11.50 ," (30,239.69)", 30.00 , 28.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002352,Ishvara Bera,1/1/2009,4/12/1970,Female,Bangalore,0,900,upto 15000,Private Sector Employee,Personal Loan,1/16/2015,24,9," 185,614.00 ", 12.50 ," (8,780.90)", 6.00 , -   , 6.00 , 3.00 ," 23,201.75 "," (49,544.45)",0,N/A, -   , -   ," (26,342.70)", -   , -   ,,,,,,,,
33002367,Rudra Mohanty,11/25/2011,12/18/1975,Male,Bangalore,8,626,100k to 200k,Bussiness Owner,Auto Loan,4/6/2014,18,18," 334,475.00 ", 10.50 ," (20,164.68)", 16.00 , 4.00 , 12.00 , 2.00 ," 37,163.89 "," (77,493.25)",0,N/A, -   ," (40,329.36)", -   , -   , -   ,,,,,,,,
33002367,Rudra Mohanty,11/25/2011,12/18/1975,Male,Bangalore,3,628,100k to 200k,Bussiness Owner,Personal Loan,7/19/2014,18,15," 142,607.00 ", 12.50 ," (8,729.63)", 15.00 , 7.00 , 8.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002382,Yamal Sane,2/5/2010,10/31/1983,Male,Bangalore,8,782,40k to 60k,Public Sector Employee,Home Loan,5/6/2015,18,5," 582,457.00 ", 11.50 ," (35,384.29)", 5.00 , 5.00 , -   , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002382,Yamal Sane,2/5/2010,10/31/1983,Male,Bangalore,10,514,40k to 60k,Public Sector Employee,Personal Loan,6/16/2013,18,28," 109,085.00 ", 12.50 ," (6,677.59)", 25.00 , 7.00 , 18.00 , 3.00 ," 18,180.83 "," (38,213.61)",0,N/A, -   , -   ," (20,032.77)", -   , -   ,,,,,,,,
33002397,Tathagata Kalla,4/16/2003,5/9/1992,Male,Bangalore,15,619,upto 15000,Private Sector Employee,Home Loan,5/23/2015,30,5," 691,719.00 ", 11.50 ," (26,639.94)", 2.00 , 2.00 , -   , 3.00 ," 69,171.90 "," (149,091.73)",0,N/A, -   , -   ," (79,919.83)", -   , -   ,,,,,,,,
33002397,Tathagata Kalla,4/16/2003,5/9/1992,Male,Bangalore,10,683,upto 15000,Private Sector Employee,Personal Loan,5/13/2014,24,17," 61,041.00 ", 12.50 ," (2,887.69)", 15.00 , 5.00 , 10.00 , 2.00 ," 5,086.75 "," (10,862.12)",0,N/A, -   ," (5,775.37)", -   , -   , -   ,,,,,,,,
33002412,Tandu Basu,1/21/2007,5/15/1956,Female,Bangalore,5,802,100k to 200k,Bussiness Owner,Auto Loan,10/11/2013,18,24," 493,094.00 ", 10.50 ," (29,727.43)", 21.00 , 2.00 , 19.00 , 3.00 ," 82,182.33 "," (171,364.63)",0,N/A, -   , -   ," (89,182.30)", -   , -   ,,,,,,,,
33002412,Tandu Basu,1/21/2007,5/15/1956,Female,Bangalore,7,665,100k to 200k,Bussiness Owner,Personal Loan,7/3/2015,18,3," 72,737.00 ", 12.50 ," (4,452.56)", 3.00 , -   , 3.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002427,Vritra Venkatesh,7/8/2002,3/20/1970,Male,Bangalore,15,767,15k to 25k,Small Bussiness Owner,Auto Loan,6/15/2013,36,28," 328,579.00 ", 10.50 ," (10,679.62)", 28.00 , 7.00 , 21.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002427,Vritra Venkatesh,7/8/2002,3/20/1970,Male,Bangalore,18,581,15k to 25k,Small Bussiness Owner,Personal Loan,3/2/2013,36,31," 105,493.00 ", 12.50 ," (3,529.12)", 29.00 , 14.00 , 15.00 , 2.00 ," 5,860.72 "," (12,918.97)",0,N/A, -   ," (7,058.25)", -   , -   , -   ,,,,,,,,
33002442,Hati Bajaj,10/24/2002,6/12/1994,Male,Bangalore,0,900,100k to 200k,Bussiness Owner,Home Loan,12/13/2014,18,10," 574,975.00 ", 11.50 ," (34,929.75)", 9.00 , 6.00 , 3.00 , 1.00 ," 31,943.06 "," (66,872.81)",0,N/A," (34,929.75)", -   , -   , -   , -   ,,,,,,,,
33002442,Hati Bajaj,10/24/2002,6/12/1994,Male,Bangalore,19,552,100k to 200k,Bussiness Owner,Personal Loan,4/16/2013,30,30," 156,649.00 ", 12.50 ," (6,106.87)", 30.00 , 21.00 , 9.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002457,Chakra Bhagat,1/5/2013,7/26/1964,Male,Bangalore,14,619,25k to 40k,Private Sector Employee,Home Loan,11/4/2013,18,23," 682,593.00 ", 11.50 ," (41,467.55)", 23.00 , 4.00 , 19.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002457,Chakra Bhagat,1/5/2013,7/26/1964,Male,Bangalore,7,527,25k to 40k,Private Sector Employee,Personal Loan,1/9/2013,24,33," 50,272.00 ", 12.50 ," (2,378.23)", 33.00 , 23.00 , 10.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
33002472,Bhaskar Mogul,6/28/2011,9/2/1973,Female,Bangalore,20,565,40k to 60k,Public Sector Employee,Home Loan,5/31/2015,18,5," 557,778.00 ", 11.50 ," (33,885.04)", 3.00 , 2.00 , 1.00 , 2.00 ," 61,975.33 "," (129,745.40)",0,N/A, -   ," (67,770.07)", -   , -   , -   ,,,,,,,,
33002472,Bhaskar Mogul,6/28/2011,9/2/1973,Female,Bangalore,12,767,40k to 60k,Public Sector Employee,Personal Loan,4/8/2015,24,6," 177,015.00 ", 12.50 ," (8,374.10)", 5.00 , 5.00 , -   , 1.00 ," 7,375.63 "," (15,749.73)",0,N/A," (8,374.10)", -   , -   , -   , -   ,,,,,,,,
33002487,Sanjiv Goel,11/12/2002,5/30/1981,Male,Bangalore,1,603,40k to 60k,Public Sector Employee,Auto Loan,1/1/2015,24,9," 312,527.00 ", 10.50 ," (14,493.77)", 7.00 , 6.00 , 1.00 , 2.00 ," 26,043.92 "," (55,031.45)",0,N/A, -   ," (28,987.53)", -   , -   , -   ,,,,,,,,
33002487,Sanjiv Goel,11/12/2002,5/30/1981,Male,Bangalore,3,834,40k to 60k,Public Sector Employee,Personal Loan,11/29/2014,30,11," 129,540.00 ", 12.50 ," (5,050.04)", 9.00 , 1.00 , 8.00 , 2.00 ," 8,636.00 "," (18,736.08)",0,N/A, -   ," (10,100.08)", -   , -   , -   ,,,,,,,,
33002502,Saubhari Borde,1/10/2012,11/22/1977,Male,Bangalore,4,530,upto 15000,Private Sector Employee,Home Loan,1/28/2014,24,21," 591,115.00 ", 11.50 ," (27,688.01)", 21.00 , 14.00 , 7.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
